,file_name,ind,altitude.raw,TL.px,HF.px,HD.px,image_width,notes,image_path
90,Gal2023_DJIMini2_20230217_161415_147.514.png,1,121.3,100.6,NA,62.36,1920,aj,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230217/Gal2023_DJIMini2_20230217_161415/Gal2023_DJIMini2_20230217_161415_147.514.png
91,Gal2023_DJIMini2_20230217_161415_295.295.png,1,53.5,221.7,63.77,141.02,1920,cj,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230217/Gal2023_DJIMini2_20230217_161415/Gal2023_DJIMini2_20230217_161415_295.295.png
92,Gal2023_DJIMini2_20230217_161415_93.427.png,1,122.3,99.14,NA,61.5,1920,aj,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230217/Gal2023_DJIMini2_20230217_161415/Gal2023_DJIMini2_20230217_161415_93.427.png
93,Gal2023_DJIMini2_20230217_161415_113.780.png,2,122.2,123.7,38.38,78.3,1920,aj,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230217/Gal2023_DJIMini2_20230217_161415/Gal2023_DJIMini2_20230217_161415_113.780.png
94,Gal2023_DJIMini2_20230217_161415_177.577.png,2,120.4,124.91,NA,83.16,1920,aj,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230217/Gal2023_DJIMini2_20230217_161415/Gal2023_DJIMini2_20230217_161415_177.577.png
95,Gal2023_DJIMini2_20230217_161415_194.261.png,2,120.3,121.06,NA,78.99,1920,aj,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230217/Gal2023_DJIMini2_20230217_161415/Gal2023_DJIMini2_20230217_161415_194.261.png
96,Gal2023_DJIMini2_20230217_161415_301.868.png,3,50.4,305.78,92.74,203.64,1920,cj,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230217/Gal2023_DJIMini2_20230217_161415/Gal2023_DJIMini2_20230217_161415_301.868.png
97,Gal2023_DJIMini2_20230217_161415_317.651.png,3,50.2,307.47,94.09,213.04,1920,cj,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230217/Gal2023_DJIMini2_20230217_161415/Gal2023_DJIMini2_20230217_161415_317.651.png
98,Gal2023_DJIMini2_20230217_161415_338.872.png,3,59.7,257.74,77.94,170.81,1920,aj,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230217/Gal2023_DJIMini2_20230217_161415/Gal2023_DJIMini2_20230217_161415_338.872.png
99,Gal2023_DJIMini2_20230217_161415_327.460.png,4,50.2,299.4,95.43,205.13,1920,aj,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230217/Gal2023_DJIMini2_20230217_161415/Gal2023_DJIMini2_20230217_161415_327.460.png
100,Gal2023_DJIMini2_20230217_161415_338.872.png,4,59.7,253.28,NA,163.58,1920,aj,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230217/Gal2023_DJIMini2_20230217_161415/Gal2023_DJIMini2_20230217_161415_338.872.png
101,Gal2023_DJIMini2_20230217_161415_464.297.png,4,116.3,136.33,NA,91.17,1920,aj,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230217/Gal2023_DJIMini2_20230217_161415/Gal2023_DJIMini2_20230217_161415_464.297.png
102,Gal2023_DJIMini2_20230217_163227_171.838.png,1,52.1,290.4,87.79,189.97,1920,aj,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230217/Gal2023_DJIMini2_20230217_163227/Gal2023_DJIMini2_20230217_163227_171.838.png
103,Gal2023_DJIMini2_20230217_163227_221.555.png,1,91.4,171.23,51,112.58,1920,aj,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230217/Gal2023_DJIMini2_20230217_163227/Gal2023_DJIMini2_20230217_163227_221.555.png
104,Gal2023_DJIMini2_20230217_163227_429.329.png,1,29,501.24,151.9,338.13,1920,aj,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230217/Gal2023_DJIMini2_20230217_163227/Gal2023_DJIMini2_20230217_163227_429.329.png
105,Gal2023_DJIMini2_20230217_163227_66.934.png,1,125.2,126.92,NA,80.99,1920,aj,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230217/Gal2023_DJIMini2_20230217_163227/Gal2023_DJIMini2_20230217_163227_66.934.png
106,Gal2023_DJIMini2_20230217_163227_171.838.png,2,52.1,275.44,79.23,184.55,1920,aj,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230217/Gal2023_DJIMini2_20230217_163227/Gal2023_DJIMini2_20230217_163227_171.838.png
107,Gal2023_DJIMini2_20230217_163227_221.555.png,2,91.4,162.93,44.9,106.42,1920,aj,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230217/Gal2023_DJIMini2_20230217_163227/Gal2023_DJIMini2_20230217_163227_221.555.png
108,Gal2023_DJIMini2_20230217_163227_437.737.png,2,28.5,492.2,146.7,328.97,1920,aj,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230217/Gal2023_DJIMini2_20230217_163227/Gal2023_DJIMini2_20230217_163227_437.737.png
109,Gal2023_DJIMini2_20230217_163227_66.934.png,2,125.2,122.26,NA,78.21,1920,aj,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230217/Gal2023_DJIMini2_20230217_163227/Gal2023_DJIMini2_20230217_163227_66.934.png
110,Gal2023_DJIMini2_20230217_163227_221.555.png,3,91.4,157.45,NA,105.28,1920,,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230217/Gal2023_DJIMini2_20230217_163227/Gal2023_DJIMini2_20230217_163227_221.555.png
111,Gal2023_DJIMini2_20230217_163227_429.329.png,3,29,460.93,122.65,300.29,1920,,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230217/Gal2023_DJIMini2_20230217_163227/Gal2023_DJIMini2_20230217_163227_429.329.png
112,Gal2023_DJIMini2_20230217_163227_447.447.png,3,25.8,511.32,146.57,339.24,1920,,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230217/Gal2023_DJIMini2_20230217_163227/Gal2023_DJIMini2_20230217_163227_447.447.png
113,Gal2023_DJIMini2_20230217_164752_154.154.png,1,124.8,135.61,NA,85.61,1920,,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230217/Gal2023_DJIMini2_20230217_164752/Gal2023_DJIMini2_20230217_164752_154.154.png
114,Gal2023_DJIMini2_20230217_164752_275.709.png,1,20.2,773.42,NA,504.58,1920,,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230217/Gal2023_DJIMini2_20230217_164752/Gal2023_DJIMini2_20230217_164752_275.709.png
115,Gal2023_DJIMini2_20230217_164752_437.837.png,1,31.9,497.62,NA,338.7,1920,,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230217/Gal2023_DJIMini2_20230217_164752/Gal2023_DJIMini2_20230217_164752_437.837.png
116,Gal2023_DJIMini2_20230218_084819_301.401.png,1,50,282.89,NA,182.05,1920,,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230218/Gal2023_DJIMini2_20230218_084819/Gal2023_DJIMini2_20230218_084819_301.401.png
117,Gal2023_DJIMini2_20230218_084819_315.482.png,1,50.7,284.41,NA,185.91,1920,,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230218/Gal2023_DJIMini2_20230218_084819/Gal2023_DJIMini2_20230218_084819_315.482.png
118,Gal2023_DJIMini2_20230218_084819_323.456.png,1,49.6,292.68,NA,190.26,1920,,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230218/Gal2023_DJIMini2_20230218_084819/Gal2023_DJIMini2_20230218_084819_323.456.png
119,Gal2023_DJIMini2_20230218_150400_127.194.png,1,119.5,113.53,NA,67.9,1920,,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230218/Gal2023_DJIMini2_20230218_150400/Gal2023_DJIMini2_20230218_150400_127.194.png
120,Gal2023_DJIMini2_20230218_150400_133.400.png,1,119.2,114.34,NA,67.7,1920,,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230218/Gal2023_DJIMini2_20230218_150400/Gal2023_DJIMini2_20230218_150400_133.400.png
121,Gal2023_DJIMini2_20230218_150400_142.909.png,1,101.9,128.7,NA,81.17,1920,,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230218/Gal2023_DJIMini2_20230218_150400/Gal2023_DJIMini2_20230218_150400_142.909.png
122,Gal2023_DJIMini2_20230218_150400_127.194.png,2,119.5,92.21,NA,60.08,1920,,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230218/Gal2023_DJIMini2_20230218_150400/Gal2023_DJIMini2_20230218_150400_127.194.png
123,Gal2023_DJIMini2_20230218_150400_133.400.png,2,119.2,91.39,NA,NA,1920,,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230218/Gal2023_DJIMini2_20230218_150400/Gal2023_DJIMini2_20230218_150400_133.400.png
124,Gal2023_DJIMini2_20230218_150400_142.909.png,2,101.9,110.15,NA,67.26,1920,,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230218/Gal2023_DJIMini2_20230218_150400/Gal2023_DJIMini2_20230218_150400_142.909.png
125,Gal2023_DJIMini2_20230218_150400_311.878.png,3,31.8,292.36,NA,192.72,1920,,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230218/Gal2023_DJIMini2_20230218_150400/Gal2023_DJIMini2_20230218_150400_311.878.png
126,Gal2023_DJIMini2_20230218_150400_350.550.png,3,34,280,64.6,171.45,1920,,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230218/Gal2023_DJIMini2_20230218_150400/Gal2023_DJIMini2_20230218_150400_350.550.png
127,Gal2023_DJIMini2_20230218_150400_360.727.png,3,34,271.38,NA,184.05,1920,,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230218/Gal2023_DJIMini2_20230218_150400/Gal2023_DJIMini2_20230218_150400_360.727.png
128,Gal2023_DJIMini2_20230218_162045_300.634.png,1,115.3,132.33,NA,86.96,1920,,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230218/Gal2023_DJIMini2_20230218_162045/Gal2023_DJIMini2_20230218_162045_300.634.png
129,Gal2023_DJIMini2_20230218_162045_324.958.png,1,122.6,127.85,NA,73.79,1920,,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230218/Gal2023_DJIMini2_20230218_162045/Gal2023_DJIMini2_20230218_162045_324.958.png
130,Gal2023_DJIMini2_20230218_162045_99.032.png,1,107,142.08,NA,88.43,1920,,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230218/Gal2023_DJIMini2_20230218_162045/Gal2023_DJIMini2_20230218_162045_99.032.png
131,Gal2023_DJIMini2_20230218_162045_300.634.png,2,115.3,141.31,NA,87.08,1920,,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230218/Gal2023_DJIMini2_20230218_162045/Gal2023_DJIMini2_20230218_162045_300.634.png
132,Gal2023_DJIMini2_20230218_162045_318.618.png,2,115.6,144.01,NA,89.69,1920,,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230218/Gal2023_DJIMini2_20230218_162045/Gal2023_DJIMini2_20230218_162045_318.618.png
133,Gal2023_DJIMini2_20230218_162045_324.958.png,2,122.6,132.19,NA,82.46,1920,,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230218/Gal2023_DJIMini2_20230218_162045/Gal2023_DJIMini2_20230218_162045_324.958.png
134,Gal2023_DJIMini2_20230220_074820_106.873.png,1,28.8,474.56,140.24,307.74,1920,with juanito,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_074820/Gal2023_DJIMini2_20230220_074820_106.873.png
135,Gal2023_DJIMini2_20230220_074820_121.254.png,1,29.6,475.12,143.74,302.09,1920,with juanito,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_074820/Gal2023_DJIMini2_20230220_074820_121.254.png
136,Gal2023_DJIMini2_20230220_074820_43.577.png,1,89.9,169.2,48.89,109.77,1920,with juanito,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_074820/Gal2023_DJIMini2_20230220_074820_43.577.png
137,Gal2023_DJIMini2_20230220_074820_121.254.png,2,29.6,173.62,NA,104.58,1920,juanito,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_074820/Gal2023_DJIMini2_20230220_074820_121.254.png
138,Gal2023_DJIMini2_20230220_074820_164.998.png,2,20,234.93,NA,149.35,1920,juanito,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_074820/Gal2023_DJIMini2_20230220_074820_164.998.png
139,Gal2023_DJIMini2_20230220_074820_223.790.png,3,36.5,397.81,110.02,255.3,1920,juanito,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_074820/Gal2023_DJIMini2_20230220_074820_223.790.png
140,Gal2023_DJIMini2_20230220_074820_256.757.png,3,35.5,421.55,123.23,270.88,1920,juanito,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_074820/Gal2023_DJIMini2_20230220_074820_256.757.png
141,Gal2023_DJIMini2_20230220_074820_264.364.png,3,35.1,416.96,126.44,272.19,1920,juanito,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_074820/Gal2023_DJIMini2_20230220_074820_264.364.png
142,Gal2023_DJIMini2_20230220_080403_117.851.png,1,30.5,490.43,NA,332.15,1920,with juanito,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_080403/Gal2023_DJIMini2_20230220_080403_117.851.png
143,Gal2023_DJIMini2_20230220_080403_81.882.png,1,31,504.94,NA,330.42,1920,juanito,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_080403/Gal2023_DJIMini2_20230220_080403_81.882.png
144,Gal2023_DJIMini2_20230220_080403_96.163.png,1,30.8,494.46,150.58,325.17,1920,with juanito,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_080403/Gal2023_DJIMini2_20230220_080403_96.163.png
145,Gal2023_DJIMini2_20230220_080403_224.124.png,2,45.7,117.32,NA,NA,1920,juanito,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_080403/Gal2023_DJIMini2_20230220_080403_224.124.png
146,Gal2023_DJIMini2_20230220_080403_265.465.png,2,49.7,112.48,NA,NA,1920,juanito,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_080403/Gal2023_DJIMini2_20230220_080403_265.465.png
147,Gal2023_DJIMini2_20230220_080403_602.235.png,2,30.5,168.87,NA,97.25,1920,juanito,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_080403/Gal2023_DJIMini2_20230220_080403_602.235.png
148,Gal2023_DJIMini2_20230220_080403_139.172.png,3,30.5,431.64,125.13,266.79,1920,,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_080403/Gal2023_DJIMini2_20230220_080403_139.172.png
149,Gal2023_DJIMini2_20230220_080403_193.460.png,3,45.7,319.3,90.47,203.73,1920,,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_080403/Gal2023_DJIMini2_20230220_080403_193.460.png
150,Gal2023_DJIMini2_20230220_080403_224.124.png,3,45.7,318.29,86.83,204.75,1920,,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_080403/Gal2023_DJIMini2_20230220_080403_224.124.png
151,Gal2023_DJIMini2_20230220_080403_582.682.png,4,31.2,334.21,101.55,179.26,1920,,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_080403/Gal2023_DJIMini2_20230220_080403_582.682.png
152,Gal2023_DJIMini2_20230220_080403_596.529.png,4,31.2,339.43,99.62,196.93,1920,,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_080403/Gal2023_DJIMini2_20230220_080403_596.529.png
153,Gal2023_DJIMini2_20230220_080403_602.235.png,4,30.5,326.79,98.37,202.07,1920,,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_080403/Gal2023_DJIMini2_20230220_080403_602.235.png
154,Gal2023_DJIMini2_20230220_084321_162.629.png,1,40.7,362.11,106.7,236.7,1920,,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_084321/Gal2023_DJIMini2_20230220_084321_162.629.png
155,Gal2023_DJIMini2_20230220_084321_180.414.png,1,40.6,355.86,101.22,228.47,1920,,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_084321/Gal2023_DJIMini2_20230220_084321_180.414.png
156,Gal2023_DJIMini2_20230220_084321_89.890.png,1,62.8,246.62,70.58,164.33,1920,,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_084321/Gal2023_DJIMini2_20230220_084321_89.890.png
157,Gal2023_DJIMini2_20230220_084321_277.410.png,2,59.6,87.69,NA,NA,1920,juanito,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_084321/Gal2023_DJIMini2_20230220_084321_277.410.png
158,Gal2023_DJIMini2_20230220_084321_354.221.png,2,40.1,116.57,NA,69.45,1920,juanito,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_084321/Gal2023_DJIMini2_20230220_084321_354.221.png
159,Gal2023_DJIMini2_20230220_084321_451.818.png,3,55.6,259.13,NA,169.27,1920,"with juanito
",D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_084321/Gal2023_DJIMini2_20230220_084321_451.818.png
160,Gal2023_DJIMini2_20230220_084321_479.913.png,3,55.9,256.96,69.27,164.95,1920,"with juanito
",D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_084321/Gal2023_DJIMini2_20230220_084321_479.913.png
161,Gal2023_DJIMini2_20230220_084321_496.963.png,3,57,254.25,74.34,158.71,1920,"with juanito
",D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_084321/Gal2023_DJIMini2_20230220_084321_496.963.png
162,Gal2023_DJIMini2_20230220_133246_185.652.png,1,120.1,120.75,NA,NA,1920,,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_133246/Gal2023_DJIMini2_20230220_133246_185.652.png
163,Gal2023_DJIMini2_20230220_133246_202.002.png,1,120.1,121.11,NA,73.47,1920,,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_133246/Gal2023_DJIMini2_20230220_133246_202.002.png
164,Gal2023_DJIMini2_20230220_133246_223.590.png,1,120.2,123.08,NA,72.92,1920,,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_133246/Gal2023_DJIMini2_20230220_133246_223.590.png
165,Gal2023_DJIMini2_20230220_134924_481.081.png,1,20.3,677.45,NA,457.9,1920,,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_134924/Gal2023_DJIMini2_20230220_134924_481.081.png
166,Gal2023_DJIMini2_20230220_134924_486.319.png,1,20.2,631.2,206.02,437.01,1920,,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_134924/Gal2023_DJIMini2_20230220_134924_486.319.png
167,Gal2023_DJIMini2_20230220_134924_496.296.png,1,22,587.24,NA,391.86,1920,,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_134924/Gal2023_DJIMini2_20230220_134924_496.296.png
168,Gal2023_DJIMini2_20230220_134924_478.645.png,2,20.9,655.93,190.02,432.62,1920,,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_134924/Gal2023_DJIMini2_20230220_134924_478.645.png
169,Gal2023_DJIMini2_20230220_134924_508.408.png,2,22.2,625.9,181.46,429.68,1920,,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_134924/Gal2023_DJIMini2_20230220_134924_508.408.png
170,Gal2023_DJIMini2_20230220_134924_526.993.png,2,21.8,650.98,193.52,424.49,1920,,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_134924/Gal2023_DJIMini2_20230220_134924_526.993.png
171,Gal2023_DJIMini2_20230220_151411_114.715.png,1,118.1,126.57,NA,83.82,1920,,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_151411/Gal2023_DJIMini2_20230220_151411_114.715.png
172,Gal2023_DJIMini2_20230220_151411_132.699.png,1,87.8,173.96,NA,107.2,1920,,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_151411/Gal2023_DJIMini2_20230220_151411_132.699.png
173,Gal2023_DJIMini2_20230220_151411_138.338.png,1,76,190.88,NA,124.33,1920,,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_151411/Gal2023_DJIMini2_20230220_151411_138.338.png
174,Gal2023_DJIMini2_20230220_151411_132.699.png,2,87.8,185.54,53.25,114.68,1920,,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_151411/Gal2023_DJIMini2_20230220_151411_132.699.png
175,Gal2023_DJIMini2_20230220_151411_138.338.png,2,76,218.5,63.14,136.55,1920,,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_151411/Gal2023_DJIMini2_20230220_151411_138.338.png
176,Gal2023_DJIMini2_20230220_151411_179.913.png,2,60.3,280.88,81.33,177.63,1920,,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_151411/Gal2023_DJIMini2_20230220_151411_179.913.png
177,Gal2023_DJIMini2_20230221_072412_122.255.png,1,67.2,82.73,NA,NA,1920,juanito,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230221/Gal2023_DJIMini2_20230221_072412/Gal2023_DJIMini2_20230221_072412_122.255.png
178,Gal2023_DJIMini2_20230221_072412_224.591.png,1,60,86.92,NA,NA,1920,juanito,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230221/Gal2023_DJIMini2_20230221_072412/Gal2023_DJIMini2_20230221_072412_224.591.png
179,Gal2023_DJIMini2_20230221_072412_476.142.png,1,61.7,74.92,NA,NA,1920,juanito,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230221/Gal2023_DJIMini2_20230221_072412/Gal2023_DJIMini2_20230221_072412_476.142.png
180,Gal2023_DJIMini2_20230221_072412_176.309.png,2,54.8,200.96,NA,127.27,1920,,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230221/Gal2023_DJIMini2_20230221_072412/Gal2023_DJIMini2_20230221_072412_176.309.png
181,Gal2023_DJIMini2_20230221_072412_186.453.png,2,54.9,199.72,56.32,121.18,1920,,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230221/Gal2023_DJIMini2_20230221_072412/Gal2023_DJIMini2_20230221_072412_186.453.png
