"","ID","mean_length","length_CI_low","length_CI_hi","sd_length","mean_R.HD","sd_R.HD","R.HD_CI_low","R.HD_CI_hi","mean_R.HF","sd_R.HF","R.HF_CI_low","R.HF_CI_hi","mean_fem_prob_hd","sd_fem_prob_hd","prob_hd_CI_low","prob_hd_CI_hi","mean_m_prob_hd","m_prob_hd_CI_low","m_prob_hd_CI_hi","mean_fem_prob_hf","sd_fem_prob_hf","prob_hf_CI_low","prob_hf_CI_hi","mean_m_prob_hf","m_prob_hf_CI_low","m_prob_hf_CI_hi","suckled_ever","suckling_ever","CI_width_HD","CI_width_HF","CI_width_HD_male","CI_width_HF_male","CV_length","CV_HD","CV_HF"
"40","GAL2023_093",7.08773737644367,6.6588482656608,7.2733045372728,0.225290654005468,0.654561912396841,0.0118112854395293,0.631723815349189,0.664866860491947,0.315692000798998,0.015936220585418,0.287878242722988,0.33192579260695,0.456425849805503,0.141160141178285,0.248977259835941,0.801157020319975,0.543574150194497,0.198842979680025,0.751022740164059,0.33343007896964,0.245388831863286,0.0598401344844531,0.828839319369159,0.66656992103036,0.171160680630841,0.940159865515547,FALSE,TRUE,0.552179760484034,0.768999184884706,0.552179760484034,0.768999184884706,3.17859765451001,1.80445657100325,5.04802799725186
"41","Gal2023_067",12.5154786523476,12.3916053584268,12.742268915274,0.167235150045116,0.65119919317288,0.00398584210095883,0.647956394376311,0.656710836314681,0.298424110739943,0.00122879279930268,0.296942197180289,0.299890666931717,0.919692326318153,0.0931747834885316,0.666908093626846,0.999243879366811,0.0803076736818467,0.000756120633188585,0.333091906373154,0.99999781101958,8.200850641437e-06,0.999983691514478,0.999999999673131,2.18898042047662e-06,3.26868436832987e-10,1.63084855215449e-05,TRUE,FALSE,0.332335785739966,1.63081586530556e-05,0.332335785739966,1.63081586531081e-05,1.33622656144874,0.612077248059592,0.411760563265443
"42","Gal2023_069",10.3566819617987,10.2915655186416,10.4212385581508,0.0538577571131361,0.645063303913272,0.0078706715912737,0.634389311701191,0.653373034480603,0.297620955364363,0.00486419023839176,0.290518480550015,0.301040982837851,0.876369978881346,0.119685769840463,0.584834403772101,0.998959567034677,0.123630021118654,0.00104043296532278,0.415165596227899,0.997945381845489,0.00320978834055536,0.988406438874803,0.999996987966723,0.00205461815451078,3.01203327693574e-06,0.0115935611251969,FALSE,FALSE,0.414125163262576,0.0115905490919199,0.414125163262576,0.01159054909192,0.520029072166102,1.22013941012089,1.63435744382877
"43","Gal2023_070",9.97142978362763,9.708766089556,10.1593808873728,0.193394657289237,0.656128327671027,0.0181111133730514,0.639610756987138,0.680921216137851,0.311174883873634,0.00999560635454499,0.300635515727871,0.324480159058902,0.618184250501221,0.399964022857184,0.0206321554031928,0.9945295160148,0.381815749498779,0.00547048398519979,0.979367844596807,0.712570581563137,0.379870362328567,0.0993144436955062,0.999883258785322,0.287429418436863,0.000116741214677433,0.900685556304494,FALSE,FALSE,0.973897360611607,0.900568815089816,0.973897360611607,0.900568815089816,1.93948773130586,2.76030047922761,3.21221501880728
"44","Gal2023_071",4.40696332587494,4.3607157584088,4.466676410854,0.04511159225173,0.633590785379705,0.0199770405388179,0.611672949434551,0.659792022709498,0.273678301430526,0.0117647343553916,0.265252557716,0.290357153202213,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,FALSE,FALSE,0,0,0,0,1.02364346866385,3.15298785900838,4.29874575145233
"45","Gal2023_074",10.7853297087022,10.6389070438304,11.0631880580176,0.193186352953116,0.681913384961369,0.0116738048578857,0.667445211946529,0.695801563897523,0.300787521802436,0.00359736179505979,0.296812872488333,0.3055919803996,0.121078218554201,0.145335452600354,0.000573676690526792,0.438326826652985,0.878921781445799,0.561673173347015,0.999426323309473,0.998905235932497,0.00189000455181675,0.994193944794671,0.999996465228362,0.00109476406750299,3.53477163817316e-06,0.00580605520532898,TRUE,FALSE,0.437753149962458,0.00580252043369078,0.437753149962459,0.0058025204336908,1.79119561636805,1.71191900838653,1.19598106115008
"46","Gal2023_075",8.89924747173103,8.6807546329304,9.2290236655276,0.237458488302151,0.68973003369236,0.00432236186360103,0.685917492101769,0.695667838504706,0.310939172732032,0.00764277419299933,0.303498115108133,0.321466219864417,0.0405094617393393,0.0342139268924632,0.00213767977109402,0.117171430430431,0.959490538260661,0.882828569569569,0.997862320228906,0.623819209830874,0.294562451142844,0.13125937620441,0.970903193067217,0.376180790169126,0.0290968069327836,0.868740623795589,TRUE,FALSE,0.115033750659337,0.839643816862806,0.115033750659337,0.839643816862806,2.66829851688529,0.626674445429316,2.45796440694396
"47","Gal2023_076",9.88310147987419,9.671334419186,9.9935914147552,0.151073340465017,0.64315875792728,0.0365777306235071,0.590438577856743,0.672236143316628,0.310604052694062,0.00313302196625709,0.307539830952203,0.314868861201338,0.515357451660042,0.352931206638966,0.0825077877791307,0.999994305310537,0.484642548339958,5.69468946334249e-06,0.917492212220869,0.876528598533607,0.137024912799637,0.548630328495803,0.997713908834203,0.123471401466393,0.00228609116579746,0.451369671504197,TRUE,FALSE,0.917486517531406,0.449083580338399,0.917486517531406,0.449083580338399,1.52860254215401,5.68720089288481,1.00868676344769
"48","Gal2023_077",11.2303595511079,11.1582077265076,11.2801539862784,0.0527364839394743,0.673910447180761,0.00887532380083493,0.661537427200376,0.680774412148922,0.306641249001187,0.00365255893068514,0.301543814238052,0.309307645749341,0.249525678504992,0.27295072861386,0.0113357367227633,0.830585326199802,0.750474321495008,0.169414673800197,0.988664263277237,0.997523032706419,0.00442726391266326,0.985750866468018,0.99999570834095,0.00247696729358128,4.29165905048897e-06,0.0142491335319816,FALSE,FALSE,0.819249589477039,0.0142448418729312,0.819249589477039,0.0142448418729311,0.469588562142445,1.31698860552822,1.19115055217865
"49","Gal2023_078",5.45206336456209,5.3743276167604,5.5054176911192,0.0560176667730114,0.61545780011656,0.0125482041998711,0.599016986686111,0.629648565739196,0.312017618003422,0.00808586437567571,0.302357611601718,0.322368601996755,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,FALSE,FALSE,0,0,0,0,1.02745810214021,2.03884071296108,2.591476861921
"50","Gal2023_079",11.0115191612781,10.930021607342,11.0694091301728,0.0584583555022886,0.640371282431474,0.0136377823461914,0.621888687106078,0.651024410034485,0.291943573946256,0.00820126770954233,0.281647259908129,0.301351278744896,0.927112820896039,0.0850121499290765,0.704737506444859,0.99996366271919,0.0728871791039611,3.6337280809552e-05,0.295262493555141,0.999806009811676,0.000646900840709107,0.99845089199456,0.99999999812574,0.000193990188323876,1.87426012475794e-09,0.00154910800543975,FALSE,FALSE,0.295226156274331,0.00154910613117953,0.295226156274331,0.00154910613117962,0.530883655979613,2.1296680098472,2.8091961740018
"51","gal2023_073",12.4143439124172,12.3437391483524,12.5141961066276,0.0742202416121667,0.653995211250126,0.00630665311737042,0.647287849015217,0.662717488212208,0.30845202442338,0.000830915454282051,0.307509962576178,0.309509665036787,0.856258492332551,0.163278895937988,0.416175547540416,0.998562188758755,0.143741507667449,0.00143781124124539,0.583824452459584,0.999872672692987,0.000320378086938887,0.999098358182438,0.999999894642343,0.000127327307012788,1.05357656790391e-07,0.00090164181756221,FALSE,FALSE,0.582386641218339,0.000901536459905539,0.582386641218339,0.000901536459905419,0.597858752228778,0.964327109569369,0.269382396123145
