,imageName,ind.x,video.whale.ID.x,date,altitude.raw,droneAltitude,TL.px,HF.px,HD.px,image_width,notes,mp4_file,ss_sec,altitude.c,TL.m,HD.m,HF.m,ratio.HD,ratio.HF,ratio.DF,Q.focus,Q.straightness,Q.roll,Q.arch,Q.pitch,Q.meas,Q.dorsal,Q.flippers,suckled,suckling,snapshot.ID,X,FileName,RawFileName,Keywords,Caption,ID,Q,ind.y,video.file,video.whale.ID.y,class,suckled_ever,suckling_ever
169,Gal2023_DJIMini2_20230405_074118_172.172.png,1,Gal2023_DJIMini2_20230405_074118_1,20230405,19.5,19.5,1619.32,553.58,1119.32,3840,,Gal2023_DJIMini2_20230405_074118.MP4,172,23.504495,12.48410602,8.629368841,4.267810816,0.691228417,0.341859546,0.494568131,1,1,2,2,1,1,1,2,FALSE,FALSE,Gal2023_DJIMini2_20230405_074118_172.172.png_1,311,Gal2023_DJIMini2_20230405_074118_172.172-311.jpg,Gal2023_DJIMini2_20230405_074118_172.172.png,"cropped, horizontal, ind1, male, top_stack",104,GAL2023_006,3,1,Gal2023_DJIMini2_20230405_074118,Gal2023_DJIMini2_20230405_074118_1,male,FALSE,FALSE
170,Gal2023_DJIMini2_20230405_074118_189.122.png,1,Gal2023_DJIMini2_20230405_074118_1,20230405,17.2,17.2,1817.37,658.13,1224.47,3840,,Gal2023_DJIMini2_20230405_074118.MP4,189,21.165395,12.61663608,8.500576319,4.568902703,0.673759334,0.362133192,0.537481523,1,2,1,2,1,1,2,3,FALSE,FALSE,Gal2023_DJIMini2_20230405_074118_189.122.png_1,312,Gal2023_DJIMini2_20230405_074118_189.122-312.jpg,Gal2023_DJIMini2_20230405_074118_189.122.png,"cropped, horizontal, ind1, male",104,GAL2023_006,3,1,Gal2023_DJIMini2_20230405_074118,Gal2023_DJIMini2_20230405_074118_1,male,FALSE,FALSE
171,Gal2023_DJIMini2_20230405_074118_206.440.png,1,Gal2023_DJIMini2_20230405_074118_1,20230405,16.9,16.9,1852.84,661.73,1235,3840,,Gal2023_DJIMini2_20230405_074118.MP4,206,20.860295,12.67745879,8.450088299,4.527673627,0.666544332,0.357143628,0.535813765,1,1,1,1,1,1,2,2,FALSE,FALSE,Gal2023_DJIMini2_20230405_074118_206.440.png_1,313,Gal2023_DJIMini2_20230405_074118_206.440-313.jpg,Gal2023_DJIMini2_20230405_074118_206.440.png,"cropped, horizontal, ind1, male",104,GAL2023_006,2,1,Gal2023_DJIMini2_20230405_074118,Gal2023_DJIMini2_20230405_074118_1,male,FALSE,FALSE
172,Gal2023_DJIMini2_20230405_093934_187.087.png,1,Gal2023_DJIMini2_20230405_093934_1,20230405,20.1,20.1,1666.51,649.06,1128.38,3840,,Gal2023_DJIMini2_20230405_093934.MP4,187,24.114695,13.18146076,8.92505697,5.133817931,0.677091647,0.38947261,0.575214024,1,2,1,2,1,1,1,2,FALSE,FALSE,Gal2023_DJIMini2_20230405_093934_187.087.png_1,314,Gal2023_DJIMini2_20230405_093934_187.087-314.jpg,Gal2023_DJIMini2_20230405_093934_187.087.png,"cropped, downward, horizontal, ind1, male, top_stack",105,GAL2023_007,3,1,Gal2023_DJIMini2_20230405_093934,Gal2023_DJIMini2_20230405_093934_1,male,FALSE,FALSE
173,Gal2023_DJIMini2_20230405_093934_198.131.png,1,Gal2023_DJIMini2_20230405_093934_1,20230405,20.6,20.6,1578.71,592.81,1086.07,3840,,Gal2023_DJIMini2_20230405_093934.MP4,198,24.623195,12.75030601,8.771544393,4.787775403,0.687947755,0.375502784,0.545830379,1,1,1,2,1,1,1,2,FALSE,FALSE,Gal2023_DJIMini2_20230405_093934_198.131.png_1,315,Gal2023_DJIMini2_20230405_093934_198.131-315.jpg,Gal2023_DJIMini2_20230405_093934_198.131.png,"cropped, downward, horizontal, ind1, male",105,GAL2023_007,3,1,Gal2023_DJIMini2_20230405_093934,Gal2023_DJIMini2_20230405_093934_1,male,FALSE,FALSE
174,Gal2023_DJIMini2_20230405_093934_219.052.png,1,Gal2023_DJIMini2_20230405_093934_1,20230405,16.7,16.7,1873.9,704.62,1302.99,3840,,Gal2023_DJIMini2_20230405_093934.MP4,219,20.656895,12.69653742,8.828358658,4.774125724,0.69533593,0.376017931,0.54077161,1,2,1,2,1,2,1,3,FALSE,FALSE,Gal2023_DJIMini2_20230405_093934_219.052.png_1,316,Gal2023_DJIMini2_20230405_093934_219.052-316.jpg,Gal2023_DJIMini2_20230405_093934_219.052.png,"cropped, downward, horizontal, ind1, male",105,GAL2023_007,3,1,Gal2023_DJIMini2_20230405_093934,Gal2023_DJIMini2_20230405_093934_1,male,FALSE,FALSE
175,Gal2023_DJIMini2_20230405_104553_241.074.png,1,Gal2023_DJIMini2_20230405_104553_1,20230405,30.6,30.6,1100.65,NA,739.57,3840,,Gal2023_DJIMini2_20230405_104553.MP4,241,34.793195,12.56080267,8.440097058,NA,0.671939309,NA,NA,2,1,2,1,1,1,3,3,FALSE,FALSE,Gal2023_DJIMini2_20230405_104553_241.074.png_1,317,Gal2023_DJIMini2_20230405_104553_241.074-317.jpg,Gal2023_DJIMini2_20230405_104553_241.074.png,"cropped, ind1, male",106,GAL2023_007,2,1,Gal2023_DJIMini2_20230405_104553,Gal2023_DJIMini2_20230405_104553_1,male,FALSE,FALSE
176,Gal2023_DJIMini2_20230405_104553_256.056.png,1,Gal2023_DJIMini2_20230405_104553_1,20230405,30.4,30.4,1098.03,NA,711.85,3840,,Gal2023_DJIMini2_20230405_104553.MP4,256,34.589795,12.45764749,8.076260547,NA,0.648297405,NA,NA,1,2,1,1,1,1,3,3,FALSE,FALSE,Gal2023_DJIMini2_20230405_104553_256.056.png_1,318,Gal2023_DJIMini2_20230405_104553_256.056-318.jpg,Gal2023_DJIMini2_20230405_104553_256.056.png,"cropped, ind1, male",106,GAL2023_007,3,1,Gal2023_DJIMini2_20230405_104553,Gal2023_DJIMini2_20230405_104553_1,male,FALSE,FALSE
177,Gal2023_DJIMini2_20230405_104553_295.028.png,1,Gal2023_DJIMini2_20230405_104553_1,20230405,30.6,30.6,1107.45,NA,738.13,3840,,Gal2023_DJIMini2_20230405_104553.MP4,295,34.793195,12.63840541,8.423663536,NA,0.666513161,NA,NA,1,2,2,1,1,1,2,3,FALSE,FALSE,Gal2023_DJIMini2_20230405_104553_295.028.png_1,319,Gal2023_DJIMini2_20230405_104553_295.028-319.jpg,Gal2023_DJIMini2_20230405_104553_295.028.png,"cropped, ind1, male, top_stack",106,GAL2023_007,3,1,Gal2023_DJIMini2_20230405_104553,Gal2023_DJIMini2_20230405_104553_1,male,FALSE,FALSE
178,Gal2023_DJIMini2_20230405_154621_156.423.png,1,Gal2023_DJIMini2_20230405_154621_1,20230405,19.5,19.5,1681.02,NA,1184.22,3840,,Gal2023_DJIMini2_20230405_154621.MP4,156,23.504495,12.95978059,9.129713727,NA,0.704465146,NA,NA,1,1,1,3,1,1,2,3,FALSE,FALSE,Gal2023_DJIMini2_20230405_154621_156.423.png_1,320,Gal2023_DJIMini2_20230405_154621_156.423-320.jpg,Gal2023_DJIMini2_20230405_154621_156.423.png,"cropped, horizontal, ind1, male",107,GAL2023_008,3,1,Gal2023_DJIMini2_20230405_154621,Gal2023_DJIMini2_20230405_154621_1,male,FALSE,FALSE
